Paper Title,Figure No.,Subfigure,Coupling Type,Dosage,Particle Diameter (µm),Breathing Rate (L/min),Lung Region,Deposition Type,Deposition Fraction,Deposition Efficiency (%),Paper Lung Region,Our Lung Region,Lung Region Explanation,Breath Phase,Deposition Fraction (%),Figure/Table,Breathing Type,Figure Number,Shape Factor,Stokes Number
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.664431271399913,60,Whole lung,,,50.40076518412241,Whole lung,Whole Lung,Entire lung system including all airway regions.,,50.40076518412241,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.765298580629592,60,Whole lung,,,51.868019402883085,Whole lung,Whole Lung,Entire lung system including all airway regions.,,51.868019402883085,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.877804425539617,60,Whole lung,,,53.33527362164377,Whole lung,Whole Lung,Entire lung system including all airway regions.,,53.33527362164377,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,6.994189782343092,60,Whole lung,,,54.916745234679226,Whole lung,Whole Lung,Entire lung system including all airway regions.,,54.916745234679226,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.110575139146567,60,Whole lung,,,56.4586800573888,Whole lung,Whole Lung,Entire lung system including all airway regions.,,56.4586800573888,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.226960495950044,60,Whole lung,,,58.42234064357449,Whole lung,Whole Lung,Entire lung system including all airway regions.,,58.42234064357449,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.339466340860069,60,Whole lung,,,59.99209765206894,Whole lung,Whole Lung,Entire lung system including all airway regions.,,59.99209765206894,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.440333650089748,60,Whole lung,,,61.60285577645691,Whole lung,Whole Lung,Entire lung system including all airway regions.,,61.60285577645691,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.552839494999773,60,Whole lung,,,63.19311334289812,Whole lung,Whole Lung,Entire lung system including all airway regions.,,63.19311334289812,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.66922485180325,60,Whole lung,,,64.93273211723712,Whole lung,Whole Lung,Entire lung system including all airway regions.,,64.93273211723712,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.785610208606725,60,Whole lung,,,66.60645624103299,Whole lung,Whole Lung,Entire lung system including all airway regions.,,66.60645624103299,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,7.9019955654102,60,Whole lung,,,68.346075015372,Whole lung,Whole Lung,Entire lung system including all airway regions.,,68.346075015372,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.018380922213675,60,Whole lung,,,69.9539044886247,Whole lung,Whole Lung,Entire lung system including all airway regions.,,69.9539044886247,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.13476627901715,60,Whole lung,,,71.61444968231194,Whole lung,Whole Lung,Entire lung system including all airway regions.,,71.61444968231194,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.251151635820625,60,Whole lung,,,73.22227915556465,Whole lung,Whole Lung,Entire lung system including all airway regions.,,73.22227915556465,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.363657480730652,60,Whole lung,,,74.60313816583542,Whole lung,Whole Lung,Entire lung system including all airway regions.,,74.60313816583542,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.469956106611159,60,Whole lung,,,76.16118056978888,Whole lung,Whole Lung,Entire lung system including all airway regions.,,76.16118056978888,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.595017462739984,60,Whole lung,,,77.58929735974212,Whole lung,Whole Lung,Entire lung system including all airway regions.,,77.58929735974212,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.716693063034526,60,Whole lung,,,79.15279770444762,Whole lung,Whole Lung,Entire lung system including all airway regions.,,79.15279770444762,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.838368663329069,60,Whole lung,,,80.58211257895618,Whole lung,Whole Lung,Entire lung system including all airway regions.,,80.58211257895618,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,8.972740848002172,60,Whole lung,,,82.0543588166974,Whole lung,Whole Lung,Entire lung system including all airway regions.,,82.0543588166974,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.117058690438482,60,Whole lung,,,83.5809182209469,Whole lung,Whole Lung,Entire lung system including all airway regions.,,83.5809182209469,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.249156070410423,60,Whole lung,,,84.91857962697273,Whole lung,Whole Lung,Entire lung system including all airway regions.,,84.91857962697273,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.397547400334856,60,Whole lung,,,86.17057798729246,Whole lung,Whole Lung,Entire lung system including all airway regions.,,86.17057798729246,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.52557129281868,60,Whole lung,,,87.2150081984013,Whole lung,Whole Lung,Entire lung system including all airway regions.,,87.2150081984013,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.671052988823025,60,Whole lung,,,88.46590831454532,Whole lung,Whole Lung,Entire lung system including all airway regions.,,88.46590831454532,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.810715416987192,60,Whole lung,,,89.36646853863496,Whole lung,Whole Lung,Entire lung system including all airway regions.,,89.36646853863496,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,9.950377845151364,60,Whole lung,,,90.17916922866706,Whole lung,Whole Lung,Entire lung system including all airway regions.,,90.17916922866706,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.090040273315534,60,Whole lung,,,90.91499282639884,Whole lung,Whole Lung,Entire lung system including all airway regions.,,90.91499282639884,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.229702701479704,60,Whole lung,,,91.59590421534466,Whole lung,Whole Lung,Entire lung system including all airway regions.,,91.59590421534466,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.369365129643874,60,Whole lung,,,92.15600874496138,Whole lung,Whole Lung,Entire lung system including all airway regions.,,92.15600874496138,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.509027557808048,60,Whole lung,,,92.68316594930654,Whole lung,Whole Lung,Entire lung system including all airway regions.,,92.68316594930654,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.648689985972217,60,Whole lung,,,93.14442850310854,Whole lung,Whole Lung,Entire lung system including all airway regions.,,93.14442850310854,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.788352414136387,60,Whole lung,,,93.60569105691056,Whole lung,Whole Lung,Entire lung system including all airway regions.,,93.60569105691056,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,10.928014842300556,60,Whole lung,,,93.97909407665504,Whole lung,Whole Lung,Entire lung system including all airway regions.,,93.97909407665504,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.067677270464728,60,Whole lung,,,94.35249709639952,Whole lung,Whole Lung,Entire lung system including all airway regions.,,94.35249709639952,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.207339698628898,60,Whole lung,,,94.68197034911525,Whole lung,Whole Lung,Entire lung system including all airway regions.,,94.68197034911525,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.347002126793068,60,Whole lung,,,94.9675138348022,Whole lung,Whole Lung,Entire lung system including all airway regions.,,94.9675138348022,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.48666455495724,60,Whole lung,,,95.25305732048916,Whole lung,Whole Lung,Entire lung system including all airway regions.,,95.25305732048916,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.626326983121409,60,Whole lung,,,95.49467103914736,Whole lung,Whole Lung,Entire lung system including all airway regions.,,95.49467103914736,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.76598941128558,60,Whole lung,,,95.71431987429116,Whole lung,Whole Lung,Entire lung system including all airway regions.,,95.71431987429116,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,11.90565183944975,60,Whole lung,,,95.95593359294936,Whole lung,Whole Lung,Entire lung system including all airway regions.,,95.95593359294936,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.04531426761392,60,Whole lung,,,96.1536175445788,Whole lung,Whole Lung,Entire lung system including all airway regions.,,96.1536175445788,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.18497669577809,60,Whole lung,,,96.35130149620822,Whole lung,Whole Lung,Entire lung system including all airway regions.,,96.35130149620822,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.32463912394226,60,Whole lung,,,96.48309079729452,Whole lung,Whole Lung,Entire lung system including all airway regions.,,96.48309079729452,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.46430155210643,60,Whole lung,,,96.72470451595272,Whole lung,Whole Lung,Entire lung system including all airway regions.,,96.72470451595272,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.6039639802706,60,Whole lung,,,96.8674762587962,Whole lung,Whole Lung,Entire lung system including all airway regions.,,96.8674762587962,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.743626408434771,60,Whole lung,,,97.01024800163968,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.01024800163968,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,12.883288836598942,60,Whole lung,,,97.2079319532691,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.2079319532691,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.022951264763112,60,Whole lung,,,97.26284416205505,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.26284416205505,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.162613692927282,60,Whole lung,,,97.42758078841293,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.42758078841293,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.302276121091452,60,Whole lung,,,97.5374052059848,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.5374052059848,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.441938549255624,60,Whole lung,,,97.58133497301358,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.58133497301358,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.581600977419791,60,Whole lung,,,97.779018924643,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.779018924643,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.721263405583963,60,Whole lung,,,97.83393113342896,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.83393113342896,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,13.860925833748134,60,Whole lung,,,97.93277310924368,Whole lung,Whole Lung,Entire lung system including all airway regions.,,97.93277310924368,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.000588261912304,60,Whole lung,,,98.06456241032996,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.06456241032996,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.140250690076474,60,Whole lung,,,98.13045706087313,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.13045706087313,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.279913118240644,60,Whole lung,,,98.28421124547378,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.28421124547378,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.419575546404817,60,Whole lung,,,98.32814101250254,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.32814101250254,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.629983257160958,60,Whole lung,,,99.58013937282227,Whole lung,Whole Lung,Entire lung system including all airway regions.,,99.58013937282227,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.760334856780853,60,Whole lung,,,99.67239188358268,Whole lung,Whole Lung,Entire lung system including all airway regions.,,99.67239188358268,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.9093081134893,60,Whole lung,,,100.04140192662427,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.04140192662427,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.048970541653468,60,Whole lung,,,100.04140192662427,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.04140192662427,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.18863296981764,60,Whole lung,,,100.04140192662427,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.04140192662427,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.328295397981808,60,Whole lung,,,100.04140192662427,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.04140192662427,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.46795782614598,60,Whole lung,,,100.04140192662427,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.04140192662427,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.60762025431015,60,Whole lung,,,100.0370089499214,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.0370089499214,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.74728268247432,60,Whole lung,,,100.04140192662427,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.04140192662427,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,16.88694511063849,60,Whole lung,,,100.05238436838148,Whole lung,Whole Lung,Entire lung system including all airway regions.,,100.05238436838148,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,17.003330467441966,60,Whole lung,,,99.97550727608116,Whole lung,Whole Lung,Entire lung system including all airway regions.,,99.97550727608116,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.014842300556586,60,Whole lung,,,5.378151260504197,Whole lung,Whole Lung,Entire lung system including all airway regions.,,5.378151260504197,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,1.1187384044526896,60,Whole lung,,,5.546218487394938,Whole lung,Whole Lung,Entire lung system including all airway regions.,,5.546218487394938,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.565862708719852,60,Whole lung,,,98.3193277310924,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.3193277310924,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.714285714285715,60,Whole lung,,,98.48739495798316,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.48739495798316,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.847866419294991,60,Whole lung,,,98.48739495798316,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.48739495798316,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,14.981447124304273,60,Whole lung,,,98.65546218487393,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.65546218487393,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.11502782931354,60,Whole lung,,,98.82352941176468,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.82352941176468,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.233766233766232,60,Whole lung,,,98.99159663865544,Whole lung,Whole Lung,Entire lung system including all airway regions.,,98.99159663865544,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.352504638218925,60,Whole lung,,,99.1596638655462,Whole lung,Whole Lung,Entire lung system including all airway regions.,,99.1596638655462,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,15.486085343228204,60,Whole lung,,,99.32773109243696,Whole lung,Whole Lung,Entire lung system including all airway regions.,,99.32773109243696,,,12,,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.440455688854486,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.440455688854486,,,13,0.104958891664774,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.518839976780184,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.518839976780184,,,13,0.1102162162162162,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.597224264705879,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.597224264705879,,,13,0.1154735407676584,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.658811919504641,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.658811919504641,,,13,0.1207308653191006,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.7203995743034035,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.7203995743034035,,,13,0.1259881898705428,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.793184984520121,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.793184984520121,,,13,0.131245514421985,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.86597039473684,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.86597039473684,,,13,0.1365028389734272,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,7.9387558049535585,Whole lung,Whole Lung,Entire lung system including all airway regions.,,7.9387558049535585,,,13,0.1417601635248694,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.011541215170276,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.011541215170276,,,13,0.1470174880763116,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.06752999226006,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.06752999226006,,,13,0.1522748126277538,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.140315402476778,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.140315402476778,,,13,0.157532137179196,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.213100812693495,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.213100812693495,,,13,0.1627894617306382,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.297083978328171,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.297083978328171,,,13,0.1680467862820804,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.364270510835912,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.364270510835912,,,13,0.1733041108335226,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.442654798761607,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.442654798761607,,,13,0.1785614353849648,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.498643575851391,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.498643575851391,,,13,0.183818759936407,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.588225619195043,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.588225619195043,,,13,0.1890760844878491,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.66660990712074,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.66660990712074,,,13,0.1943334090392914,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.750593072755416,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.750593072755416,,,13,0.1995907335907336,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.83457623839009,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.83457623839009,,,13,0.2048480581421758,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.912960526315787,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.912960526315787,,,13,0.210105382693618,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,8.991344814241483,Whole lung,Whole Lung,Entire lung system including all airway regions.,,8.991344814241483,,,13,0.2153627072450601,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.10332236842105,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.10332236842105,,,13,0.2206200317965024,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.192904411764705,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.192904411764705,,,13,0.2258773563479446,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.299283088235292,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.299283088235292,,,13,0.2311346808993867,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.4000628869969,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.4000628869969,,,13,0.236392005450829,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.489644930340557,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.489644930340557,,,13,0.2416493300022711,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.579226973684207,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.579226973684207,,,13,0.2469066545537133,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.685605650154796,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.685605650154796,,,13,0.2521639791051556,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.77518769349845,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.77518769349845,,,13,0.2574213036565977,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.87596749226006,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.87596749226006,,,13,0.26267862820804,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,9.97674729102167,Whole lung,Whole Lung,Entire lung system including all airway regions.,,9.97674729102167,,,13,0.2679359527594822,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.043933823529407,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.043933823529407,,,13,0.2731932773109243,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.133515866873063,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.133515866873063,,,13,0.2784506018623666,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.223097910216715,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.223097910216715,,,13,0.2837079264138087,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.31267995356037,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.31267995356037,,,13,0.288965250965251,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.37986648606811,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.37986648606811,,,13,0.2942225755166932,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.463849651702784,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.463849651702784,,,13,0.2994799000681353,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.536635061919505,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.536635061919505,,,13,0.3047372246195776,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.620618227554177,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.620618227554177,,,13,0.3099945491710197,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.699002515479874,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.699002515479874,,,13,0.3152518737224619,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.78298568111455,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.78298568111455,,,13,0.3205091982739042,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.872567724458202,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.872567724458202,,,13,0.3257665228253463,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,10.9509520123839,Whole lung,Whole Lung,Entire lung system including all airway regions.,,10.9509520123839,,,13,0.3310238473767885,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.029336300309597,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.029336300309597,,,13,0.3362811719282307,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.118918343653249,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.118918343653249,,,13,0.3415384964796729,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.2085003869969,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.2085003869969,,,13,0.3467958210311151,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.292483552631577,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.292483552631577,,,13,0.3520531455825573,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.370867840557274,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.370867840557274,,,13,0.3573104701339995,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.443653250773991,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.443653250773991,,,13,0.3625677946854417,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.522037538699688,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.522037538699688,,,13,0.3678251192368839,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.606020704334362,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.606020704334362,,,13,0.3730824437883261,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.67880611455108,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.67880611455108,,,13,0.3783397683397683,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.762789280185755,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.762789280185755,,,13,0.3835970928912105,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.841173568111452,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.841173568111452,,,13,0.3888544174426527,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.902761222910216,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.902761222910216,,,13,0.3941117419940949,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,11.975546633126932,Whole lung,Whole Lung,Entire lung system including all airway regions.,,11.975546633126932,,,13,0.3993690665455371,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.048332043343652,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.048332043343652,,,13,0.4046263910969793,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.12111745356037,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.12111745356037,,,13,0.4098837156484215,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.193902863777089,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.193902863777089,,,13,0.4151410401998637,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.25549051857585,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.25549051857585,,,13,0.4203983647513059,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.311479295665633,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.311479295665633,,,13,0.4256556893027481,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.378665828173371,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.378665828173371,,,13,0.4309130138541903,
Numerical modeling of particle deposition in a realistic respiratory,,,,,,60,Whole lung,,,12.445852360681112,Whole lung,Whole Lung,Entire lung system including all airway regions.,,12.445852360681112,,,13,0.4361703384056325,
